smiles,pIC50(M)
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5CCOC5=O)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,5.886056647693163
CNc1cc(F)cc2cc(C(=O)Nc3ccc(C(=O)O)cc3CN3CCCCC3)c(=O)[nH]c12,9.508638306165729
O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3ccc(CO)cc3)cc1n2C1CC1,6.045757490560675
O=C(O)c1cn(C2CC2)c2cc(N3CCN(/N=N/c4ccc(S(=O)(=O)N=c5cncc(Cl)[nH]5)cc4)CC3)c(F)cc2c1=O,4.886056647693163
C[C@@H]1O[C@H](C)CN2c3c(cc4c(-c5ncnn5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,5.886056647693163
CON(C)C(=O)c1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,5.638272163982407
CSc1nc(=O)cc(NC(=O)CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)[nH]1,5.242831807785728
O=C(O)C(=O)Nc1ccc2[nH]c(=NC(=O)c3cc(Br)c(Br)[nH]3)sc2c1,7.236572006437063
NC[C@H](NC(=O)c1cccc(-c2cccc(Cl)c2)c1)c1ccccc1,4.4089353929735005
Nc1ccc(-c2cc3c(cc2F)c(=O)c2c(=O)[nH]sc2n3C2CC2)cc1,6.522878745280337
O=C(O)c1cn(C2CC2)c2cc(N3CCN(/N=N/c4ccc(S(=O)(=O)N=c5nccc[nH]5)cc4)CC3)c(F)cc2c1=O,4.892790030352131
N=c1[nH]c2c(s1)C[C@@H](NC(=O)c1cc3cc(F)ccc3[nH]1)CC2,3.5686362358410126
C[C@@H]1O[C@H](C)CN2c3c(cc4c(C(=O)N5CCCCO5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,5.431798275933005
O=C(O)CC(=O)N=c1[nH]c2c(s1)C[C@@H](NC(=O)c1cc(Br)c[nH]1)CC2,4.853871964321762
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5C(=O)OC[C@H]5c5ccncc5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,6.119186407719209
COC[C@@H]1CN(c2noc3c(Cl)c4c(cc23)CC2(C(=O)NC(=O)NC2=O)[C@H]2[C@H](C)O[C@H](C)CN42)C(=O)O1,6.376750709602099
O=c1c2nccn2c2cc(F)c(-c3ccncc3)cc2n1C1CC1,5.6020599913279625
Cn1[nH]c(=NC(CN)c2ccccc2)c2cc(-c3ccccc3Cl)ccc21,5.102372908709558
COC(=O)CC(=O)N=c1[nH]c2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2,7.017728766960432
C[C@H](N)[C@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,5.159266765388193
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5C(=O)OC[C@@H]5CF)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,6.886056647693163
CNCCc1c(C(=O)Nc2ccc(C(=O)O)cc2)c(=O)[nH]c2c(NC)cc(F)cc12,6.962573502059376
Cc1[nH]c(C(=O)N=c2[nH]c3ccc(NC(=O)CNC(=O)OC(C)(C)C)cc3s2)c(Cl)c1Cl,7.5376020021010435
COCC(COC)(COC)NC(=O)c1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,4.769551078621726
Cc1cc(O)c(O)c2oc(=O)c3cc(O)c(O)cc3c12,3.292429823902064
C[C@@H]1O[C@H](C)CN2c3c(cc4c(C(=O)NCc5ccncc5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,5.920818753952375
C[C@@H]1O[C@H](C)CN2c3c(cc4c(-c5cncs5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,6.3979400086720375
C[C@H]1CN2c3c(cc4c(C(F)F)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2[C@@H](C)O1,4.251811972993799
Cc1[nH]c(C(=O)N(c2nc3ccc(C(=O)O)cc3s2)C2CC2)c(Cl)c1Cl,7.619788758288394
CNc1cc(F)cc2cc(C(=O)Nc3ccc(C(=O)O)cc3)c(=O)[nH]c12,9.443697499232712
Cc1[nH]c(C(=O)N=c2[nH]c3c(OCc4cccc(C(=O)O)c4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,8.0
COC(=O)C1CCCC(N=c2[nH][nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)C1,5.037157318798758
O=c1cc(NC[C@@H](O)CN2CCN(c3nccc4ccc(F)cc34)CC2)c2ccccc2o1,5.958607314841775
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5C[C@@H](CF)OC5=O)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,6.795880017344075
CNc1cc(F)cc2cc(C(=O)Nc3ccc(C(=O)O)c(O)c3)c(=O)[nH]c12,8.67778070526608
CCNC(=O)c1noc2c(Cl)c3c(nc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,6.301029995663981
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5C(=O)OC[C@@H]5[C@H](C)O)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,6.214670164989233
COc1c(N2CCC[C@H](N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,4.769551078621726
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3Cl)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,6.769551078621726
